# frequency radius F_z
67382.6 0.0119664 1.30767493472093e-11
67382.6 0.012094 1.34446583682295e-11
67382.6 0.0122215 1.37790387778725e-11
67382.6 0.012349 1.40685926043061e-11
67382.6 0.0124765 1.43065416658280e-11
67382.6 0.012604 1.44920360622922e-11
67382.6 0.0127315 1.46301656387853e-11
67382.6 0.0128591 1.47307470162545e-11
67382.6 0.0129866 1.48065598026492e-11
67382.6 0.0131141 1.48717466835136e-11
67382.6 0.0132416 1.49407821241875e-11
67382.6 0.0133691 1.50280445644773e-11
67382.6 0.0134966 1.51477893809786e-11
67382.6 0.0136242 1.53142361976401e-11
67382.6 0.0137517 1.55414897971528e-11
67382.6 0.0138792 1.58430469647137e-11
67382.6 0.0140067 1.62306770900587e-11
67382.6 0.0141342 1.67125134309254e-11
67382.6 0.0142617 1.72902965523672e-11
67382.6 0.0143893 1.79559458224773e-11
67382.6 0.0145168 1.86880953099585e-11
67382.6 0.0146443 1.94499532952271e-11
67382.6 0.0147718 2.01905804087662e-11
67382.6 0.0148993 2.08516300285718e-11
67382.6 0.0150268 2.13796641018536e-11
67382.6 0.0151544 2.17403822896579e-11
67382.6 0.0152819 2.19281407851748e-11
67382.6 0.0154094 2.19656346094172e-11
67382.6 0.0155369 2.18944361908663e-11
67382.6 0.0156644 2.17622000719273e-11
67382.6 0.0157919 2.16125976312790e-11
67382.6 0.0159195 2.14805973253645e-11
67382.6 0.016047 2.13923287193923e-11
67382.6 0.0161745 2.13674361344369e-11
67382.6 0.016302 2.14221014920081e-11
67382.6 0.0164295 2.15716698629473e-11
67382.6 0.016557 2.18323686545321e-11
67382.6 0.0166846 2.22218113601217e-11
67382.6 0.0168121 2.27578925615442e-11
67382.6 0.0169396 2.34554474071393e-11
67382.6 0.0170671 2.43198697364355e-11
67382.6 0.0171946 2.53371659092501e-11
67382.6 0.0173221 2.64614215753423e-11
67382.6 0.0174497 2.76042242451538e-11
67382.6 0.0175772 2.86356378907221e-11
67382.6 0.0177047 2.94080183937955e-11
67382.6 0.0178322 2.98036831352560e-11
67382.6 0.0179597 2.97849402190031e-11
67382.6 0.0180872 2.94120397527409e-11
67382.6 0.0182148 2.88147449062567e-11
67382.6 0.0183423 2.81397463168155e-11
67382.6 0.0184698 2.75082326425334e-11
67382.6 0.0185973 2.69994460958750e-11
67382.6 0.0187248 2.66548202524615e-11
67382.6 0.0188523 2.64906271950326e-11
67382.6 0.0189799 2.65107239157929e-11
67382.6 0.0191074 2.67161681082438e-11
67382.6 0.0192349 2.71114440133195e-11
67382.6 0.0193624 2.77079070179946e-11
67382.6 0.0194899 2.85247759783501e-11
67382.6 0.0196174 2.95871585935367e-11
67382.6 0.019745 3.09193716133302e-11
67382.6 0.0198725 3.25304112116383e-11
67382.6 0.02 3.43878708199200e-11

68657.7 0.001 3.79616898450357e-16
68657.7 0.00112752 7.87977145798029e-16
68657.7 0.00125503 1.51549839792963e-15
68657.7 0.00138255 2.74106930830950e-15
68657.7 0.00151007 4.71319238761808e-15
68657.7 0.00163758 7.76722085203881e-15
68657.7 0.0017651 1.23440954300857e-14
68657.7 0.00189262 1.90094874047567e-14
68657.7 0.00202013 2.84714091350680e-14
68657.7 0.00214765 4.15931978891127e-14
68657.7 0.00227517 5.93973428632050e-14
68657.7 0.00240268 8.30540771002426e-14
68657.7 0.0025302 1.13847394731233e-13
68657.7 0.00265772 1.53110890745754e-13
68657.7 0.00278523 2.02127572757362e-13
68657.7 0.00291275 2.61992668637786e-13
68657.7 0.00304027 3.33447096438724e-13
68657.7 0.00316779 4.16700993380906e-13
68657.7 0.0032953 5.11278685186037e-13
68657.7 0.00342282 6.15923706322599e-13
68657.7 0.00355034 7.28599372807319e-13
68657.7 0.00367785 8.46604014224773e-13
68657.7 0.00380537 9.66793148972578e-13
68657.7 0.00393289 1.08587270983492e-12
68657.7 0.0040604 1.20070931982356e-12
68657.7 0.00418792 1.30860307481901e-12
68657.7 0.00431544 1.40748458780587e-12
68657.7 0.00444295 1.49602313744093e-12
68657.7 0.00457047 1.57365633772154e-12
68657.7 0.00469799 1.64056653292098e-12
68657.7 0.0048255 1.69763309945577e-12
68657.7 0.00495302 1.74638509774121e-12
68657.7 0.00508054 1.78896887486997e-12
68657.7 0.00520805 1.82813330194422e-12
68657.7 0.00533557 1.86722301892285e-12
68657.7 0.00546309 1.91015811224725e-12
68657.7 0.0055906 1.96136800232980e-12
68657.7 0.00571812 2.02564035425667e-12
68657.7 0.00584564 2.10784722877505e-12
68657.7 0.00597315 2.21252694211783e-12
68657.7 0.00610067 2.34333645760780e-12
68657.7 0.00622819 2.50244372575612e-12
68657.7 0.0063557 2.68998697569496e-12
68657.7 0.00648322 2.90375966144834e-12
68657.7 0.00661074 3.13925544474218e-12
68657.7 0.00673826 3.39011857897400e-12
68657.7 0.00686577 3.64892054794514e-12
68657.7 0.00699329 3.90808112001915e-12
68657.7 0.00712081 4.16072104474396e-12
68657.7 0.00724832 4.40128357345870e-12
68657.7 0.00737584 4.62585864499499e-12
68657.7 0.00750336 4.83223722407538e-12
68657.7 0.00763087 5.01977985342164e-12
68657.7 0.00775839 5.18919635976913e-12
68657.7 0.00788591 5.34231551270079e-12
68657.7 0.00801342 5.48189169950496e-12
68657.7 0.00814094 5.61146284921282e-12
68657.7 0.00826846 5.73524530217427e-12
68657.7 0.00839597 5.85802797871916e-12
68657.7 0.00852349 5.98501071453462e-12
68657.7 0.00865101 6.12152435351387e-12
68657.7 0.00877852 6.27258313188636e-12
68657.7 0.00890604 6.44226594019949e-12
68657.7 0.00903356 6.63300716993919e-12
68657.7 0.00916107 6.84497975707135e-12
68657.7 0.00928859 7.07581752445291e-12
68657.7 0.00941611 7.32088251200844e-12
68657.7 0.00954362 7.57411179752916e-12
68657.7 0.00967114 7.82924671854843e-12
68657.7 0.00979866 8.08108947960348e-12
68657.7 0.00992617 8.32644292048150e-12
68657.7 0.0100537 8.56454605891189e-12
68657.7 0.0101812 8.79701023737898e-12
68657.7 0.0103087 9.02738741220247e-12
68657.7 0.0104362 9.26053493916141e-12
68657.7 0.0105638 9.50191201130301e-12
68657.7 0.0106913 9.75689676657174e-12
68657.7 0.0108188 1.00301754802439e-11
68657.7 0.0109463 1.03252277252644e-11
68657.7 0.0110738 1.06439049168452e-11
68657.7 0.0112013 1.09860716491996e-11
68657.7 0.0113289 1.13492640758323e-11
68657.7 0.0114564 1.17283465122296e-11
68657.7 0.0115839 1.21152417335462e-11
68657.7 0.0117114 1.24989587074166e-11
68657.7 0.0118389 1.28662558609622e-11
68657.7 0.0119664 1.32032047750792e-11
68657.7 0.012094 1.34975525320712e-11
68657.7 0.0122215 1.37412485661718e-11
68657.7 0.012349 1.39321985713023e-11
68657.7 0.0124765 1.40745748657156e-11
68657.7 0.012604 1.41777253424713e-11
68657.7 0.0127315 1.42543512012265e-11
68657.7 0.0128591 1.43187592139729e-11
68657.7 0.0129866 1.43856902892042e-11
68657.7 0.0131141 1.44698076650792e-11
68657.7 0.0132416 1.45856420616410e-11
68657.7 0.0133691 1.47476831042366e-11
68657.7 0.0134966 1.49703071891757e-11
68657.7 0.0136242 1.52672680624925e-11
68657.7 0.0137517 1.56505161606102e-11
68657.7 0.0138792 1.61281677482325e-11
68657.7 0.0140067 1.67015633074600e-11
68657.7 0.0141342 1.73616227423805e-11
68657.7 0.0142617 1.80852332790804e-11
68657.7 0.0143893 1.88332250691851e-11
68657.7 0.0145168 1.95522726239326e-11
68657.7 0.0146443 2.01828301378033e-11
68657.7 0.0147718 2.06727602804670e-11
68657.7 0.0148993 2.09920191734241e-11
68657.7 0.0150268 2.11410480791617e-11
68657.7 0.0151544 2.11482186500770e-11
68657.7 0.0152819 2.10584762412530e-11
68657.7 0.0154094 2.09200620714602e-11
68657.7 0.0155369 2.07752475447146e-11
68657.7 0.0156644 2.06568568133225e-11
68657.7 0.0157919 2.05891238031710e-11
68657.7 0.0159195 2.05905625359414e-11
68657.7 0.016047 2.06771062940084e-11
68657.7 0.0161745 2.08645863140602e-11
68657.7 0.016302 2.11701074172248e-11
68657.7 0.0164295 2.16119730701057e-11
68657.7 0.016557 2.22076364741341e-11
68657.7 0.0166846 2.29688852546660e-11
68657.7 0.0168121 2.38934154987626e-11
68657.7 0.0169396 2.49527505852603e-11
68657.7 0.0170671 2.60791214687788e-11
68657.7 0.0171946 2.71589775185001e-11
68657.7 0.0173221 2.80455493873584e-11
68657.7 0.0174497 2.85988838715368e-11
68657.7 0.0175772 2.87417008168302e-11
68657.7 0.0177047 2.84962940717231e-11
68657.7 0.0178322 2.79733876550236e-11
68657.7 0.0179597 2.73220963377024e-11
68657.7 0.0180872 2.66779924606423e-11
68657.7 0.0182148 2.61360202355810e-11
68657.7 0.0183423 2.57490664370163e-11
68657.7 0.0184698 2.55397185119644e-11
68657.7 0.0185973 2.55142394848478e-11
68657.7 0.0187248 2.56737332775452e-11
68657.7 0.0188523 2.60215787516510e-11
68657.7 0.0189799 2.65677024549252e-11
68657.7 0.0191074 2.73301839653385e-11
68657.7 0.0192349 2.83338577589779e-11
68657.7 0.0193624 2.96042856484821e-11
68657.7 0.0194899 3.11539054927503e-11
68657.7 0.0196174 3.29562567875709e-11
68657.7 0.019745 3.49072089316046e-11
68657.7 0.0198725 3.67856078202594e-11
68657.7 0.02 3.82525267453330e-11

69932.9 0.001 4.09195975951002e-16
69932.9 0.00112752 8.49670845933852e-16
69932.9 0.00125503 1.63474901539437e-15
69932.9 0.00138255 2.95784641570699e-15
69932.9 0.00151007 5.08773777361107e-15
69932.9 0.00163758 8.38712927530539e-15
69932.9 0.0017651 1.33326605765309e-14
69932.9 0.00189262 2.05349652918198e-14
69932.9 0.00202013 3.07564006693824e-14
69932.9 0.00214765 4.49226855195091e-14
69932.9 0.00227517 6.41230262095408e-14
69932.9 0.00240268 8.95916185200290e-14
69932.9 0.0025302 1.22662244552254e-13
69932.9 0.00265772 1.64687974893925e-13
69932.9 0.00278523 2.16920985551996e-13
69932.9 0.00291275 2.80354391569624e-13
69932.9 0.00304027 3.55539103548515e-13
69932.9 0.00316779 4.42402393983770e-13
69932.9 0.0032953 5.40106783174041e-13
69932.9 0.00342282 6.46991641729863e-13
69932.9 0.00355034 7.60629935143941e-13
69932.9 0.00367785 8.78008078616195e-13
69932.9 0.00380537 9.95804771970812e-13
69932.9 0.00393289 1.11071749084381e-12
69932.9 0.0040604 1.21977476629548e-12
69932.9 0.00418792 1.32058249394887e-12
69932.9 0.00431544 1.41147743614423e-12
69932.9 0.00444295 1.49158929258275e-12
69932.9 0.00457047 1.56083379063542e-12
69932.9 0.00469799 1.61986832703790e-12
69932.9 0.0048255 1.67003962220462e-12
69932.9 0.00495302 1.71334346374144e-12
69932.9 0.00508054 1.75240382756270e-12
69932.9 0.00520805 1.79046494750977e-12
69932.9 0.00533557 1.83137637774072e-12
69932.9 0.00546309 1.87953864729259e-12
69932.9 0.0055906 1.93976792355239e-12
69932.9 0.00571812 2.01703688472559e-12
69932.9 0.00584564 2.11606290495655e-12
69932.9 0.00597315 2.24075047369257e-12
69932.9 0.00610067 2.39355255746614e-12
69932.9 0.00622819 2.57488088851775e-12
69932.9 0.0063557 2.78273674359801e-12
69932.9 0.00648322 3.01271586547725e-12
69932.9 0.00661074 3.25844937631186e-12
69932.9 0.00673826 3.51240555063614e-12
69932.9 0.00686577 3.76685930501704e-12
69932.9 0.00699329 4.01479663993528e-12
69932.9 0.00712081 4.25057364931680e-12
69932.9 0.00724832 4.47025646188504e-12
69932.9 0.00737584 4.67167256690688e-12
69932.9 0.00750336 4.85426615387114e-12
69932.9 0.00763087 5.01886306202007e-12
69932.9 0.00775839 5.16742959171116e-12
69932.9 0.00788591 5.30287368828693e-12
69932.9 0.00801342 5.42890070938884e-12
69932.9 0.00814094 5.54990476573104e-12
69932.9 0.00826846 5.67085132485317e-12
69932.9 0.00839597 5.79708855103597e-12
69932.9 0.00852349 5.93401971466816e-12
69932.9 0.00865101 6.08658946865081e-12
69932.9 0.00877852 6.25859711722836e-12
69932.9 0.00890604 6.45195131690723e-12
69932.9 0.00903356 6.66609042320031e-12
69932.9 0.00916107 6.89783967623352e-12
69932.9 0.00928859 7.14188847171210e-12
69932.9 0.00941611 7.39184820297982e-12
69932.9 0.00954362 7.64160379171486e-12
69932.9 0.00967114 7.88655345032630e-12
69932.9 0.00979866 8.12440975966530e-12
69932.9 0.00992617 8.35543945279019e-12
69932.9 0.0100537 8.58221386932274e-12
69932.9 0.0101812 8.80903973115100e-12
69932.9 0.0103087 9.04124120201192e-12
69932.9 0.0104362 9.28441833572728e-12
69932.9 0.0105638 9.54375838191483e-12
69932.9 0.0106913 9.82344072736036e-12
69932.9 0.0108188 1.01261471861784e-11
69932.9 0.0109463 1.04526582709957e-11
69932.9 0.0110738 1.08014895578171e-11
69932.9 0.0112013 1.11685275169474e-11
69932.9 0.0113289 1.15466960132366e-11
69932.9 0.0114564 1.19258315479679e-11
69932.9 0.0115839 1.22931033708246e-11
69932.9 0.0117114 1.26343286674973e-11
69932.9 0.0118389 1.29362395480033e-11
69932.9 0.0119664 1.31891925706681e-11
69932.9 0.012094 1.33893446111996e-11
69932.9 0.0122215 1.35394160687709e-11
69932.9 0.012349 1.36478624256383e-11
69932.9 0.0124765 1.37270534407682e-11
69932.9 0.012604 1.37913554788736e-11
69932.9 0.0127315 1.38557583267593e-11
69932.9 0.0128591 1.39352213593187e-11
69932.9 0.0129866 1.40445585851492e-11
69932.9 0.0131141 1.41985315190656e-11
69932.9 0.0132416 1.44118068558036e-11
69932.9 0.0133691 1.46984737706746e-11
69932.9 0.0134966 1.50708599138293e-11
69932.9 0.0136242 1.55374440614164e-11
69932.9 0.0137517 1.60997890693885e-11
69932.9 0.0138792 1.67487079439066e-11
69932.9 0.0140067 1.74604550752892e-11
69932.9 0.0141342 1.81946416684874e-11
69932.9 0.0142617 1.88964335869778e-11
69932.9 0.0143893 1.95052727593938e-11
69932.9 0.0145168 1.99695213736789e-11
69932.9 0.0146443 2.02616509325275e-11
69932.9 0.0147718 2.03859817618940e-11
69932.9 0.0148993 2.03745870467680e-11
69932.9 0.0150268 2.02745812968488e-11
69932.9 0.0151544 2.01344938785960e-11
69932.9 0.0152819 1.99955737501124e-11
69932.9 0.0154094 1.98891890617547e-11
69932.9 0.0155369 1.98383740968720e-11
69932.9 0.0156644 1.98610477437276e-11
69932.9 0.0157919 1.99732126776238e-11
69932.9 0.0159195 2.01912899179802e-11
69932.9 0.016047 2.05331659097625e-11
69932.9 0.0161745 2.10175354633206e-11
69932.9 0.016302 2.16608745708444e-11
69932.9 0.0164295 2.24711090041283e-11
69932.9 0.016557 2.34372148791249e-11
69932.9 0.0166846 2.45154965169657e-11
69932.9 0.0168121 2.56172933121460e-11
69932.9 0.0169396 2.66090111745582e-11
69932.9 0.0170671 2.73379493364201e-11
69932.9 0.0171946 2.76853567984981e-11
69932.9 0.0173221 2.76208372998483e-11
69932.9 0.0174497 2.72178341917954e-11
69932.9 0.0175772 2.66170520303612e-11
69932.9 0.0177047 2.59678063346440e-11
69932.9 0.0178322 2.53860480137618e-11
69932.9 0.0179597 2.49423410144104e-11
69932.9 0.0180872 2.46701552654795e-11
69932.9 0.0182148 2.45806276091417e-11
69932.9 0.0183423 2.46757375073791e-11
69932.9 0.0184698 2.49575370406650e-11
69932.9 0.0185973 2.54337159106010e-11
69932.9 0.0187248 2.61201835368445e-11
69932.9 0.0188523 2.70406462330704e-11
69932.9 0.0189799 2.82218633028946e-11
69932.9 0.0191074 2.96815665995523e-11
69932.9 0.0192349 3.14046329770916e-11
69932.9 0.0193624 3.33048810541413e-11
69932.9 0.0194899 3.51815464614162e-11
69932.9 0.0196174 3.67067419198262e-11
69932.9 0.019745 3.75032658557231e-11
69932.9 0.0198725 3.73255900429718e-11
69932.9 0.02 3.62232036646722e-11

71208.1 0.001 4.40503290480100e-16
71208.1 0.00112752 9.15000247790199e-16
71208.1 0.00125503 1.76108690586847e-15
71208.1 0.00138255 3.18760722920123e-15
71208.1 0.00151007 5.48485844328471e-15
71208.1 0.00163758 9.04454934343747e-15
71208.1 0.0017651 1.43810657476421e-14
71208.1 0.00189262 2.21523390631019e-14
71208.1 0.00202013 3.31773940702823e-14
71208.1 0.00214765 4.84460370978267e-14
71208.1 0.00227517 6.91142536475756e-14
71208.1 0.00240268 9.64770874472421e-14
71208.1 0.0025302 1.31909828641995e-13
71208.1 0.00265772 1.76769451325496e-13
71208.1 0.00278523 2.32252889221912e-13
71208.1 0.00291275 2.99218075174838e-13
71208.1 0.00304027 3.77987410756518e-13
71208.1 0.00316779 4.68168492976251e-13
71208.1 0.0032953 5.68537408128222e-13
71208.1 0.00342282 6.77028229622548e-13
71208.1 0.00355034 7.90853884152366e-13
71208.1 0.00367785 9.06751131891523e-13
71208.1 0.00380537 1.02130750413543e-12
71208.1 0.00393289 1.13130569975803e-12
71208.1 0.0040604 1.23402102510648e-12
71208.1 0.00418792 1.32742865591073e-12
71208.1 0.00431544 1.41030878445416e-12
71208.1 0.00444295 1.48226566846673e-12
71208.1 0.00457047 1.54369251357604e-12
71208.1 0.00469799 1.59571643548143e-12
71208.1 0.0048255 1.64014990183028e-12
71208.1 0.00495302 1.67946180891427e-12
71208.1 0.00508054 1.71676623824232e-12
71208.1 0.00520805 1.75581171293249e-12
71208.1 0.00533557 1.80093939114065e-12
71208.1 0.00546309 1.85696699151708e-12
71208.1 0.0055906 1.92895085166679e-12
71208.1 0.00571812 2.02178899371507e-12
71208.1 0.00584564 2.13966181059197e-12
71208.1 0.00597315 2.28536659572905e-12
71208.1 0.00610067 2.45967507988658e-12
71208.1 0.00622819 2.66089690934467e-12
71208.1 0.0063557 2.88482474321534e-12
71208.1 0.00648322 3.12514590599461e-12
71208.1 0.00661074 3.37425670082542e-12
71208.1 0.00673826 3.62427877251795e-12
71208.1 0.00686577 3.86802345717531e-12
71208.1 0.00699329 4.09970130056809e-12
71208.1 0.00712081 4.31529040856503e-12
71208.1 0.00724832 4.51259381434184e-12
71208.1 0.00737584 4.69108628072737e-12
71208.1 0.00750336 4.85166563574977e-12
71208.1 0.00763087 4.99639975459547e-12
71208.1 0.00775839 5.12832041877531e-12
71208.1 0.00788591 5.25127511237021e-12
71208.1 0.00801342 5.36981350063488e-12
71208.1 0.00814094 5.48905776821825e-12
71208.1 0.00826846 5.61448691797864e-12
71208.1 0.00839597 5.75156232084381e-12
71208.1 0.00852349 5.90515042156635e-12
71208.1 0.00865101 6.07877386830370e-12
71208.1 0.00877852 6.27384052821848e-12
71208.1 0.00890604 6.48911443192239e-12
71208.1 0.00903356 6.72071658007453e-12
71208.1 0.00916107 6.96280562260738e-12
71208.1 0.00928859 7.20881921644756e-12
71208.1 0.00941611 7.45290706893468e-12
71208.1 0.00954362 7.69111827574920e-12
71208.1 0.00967114 7.92204950206025e-12
71208.1 0.00979866 8.14689891348857e-12
71208.1 0.00992617 8.36905528697004e-12
71208.1 0.0100537 8.59341748537459e-12
71208.1 0.0101812 8.82561433652171e-12
71208.1 0.0103087 9.07123877353072e-12
71208.1 0.0104362 9.33516168626742e-12
71208.1 0.0105638 9.62095578699843e-12
71208.1 0.0106913 9.93042682837880e-12
71208.1 0.0108188 1.02632151191734e-11
71208.1 0.0109463 1.06164137268112e-11
71208.1 0.0110738 1.09841897795400e-11
71208.1 0.0112013 1.13575220568319e-11
71208.1 0.0113289 1.17243526806652e-11
71208.1 0.0114564 1.20705594063869e-11
71208.1 0.0115839 1.23819833766126e-11
71208.1 0.0117114 1.26472117474847e-11
71208.1 0.0118389 1.28601921975253e-11
71208.1 0.0119664 1.30215999057540e-11
71208.1 0.012094 1.31384620924160e-11
71208.1 0.0122215 1.32224577961523e-11
71208.1 0.012349 1.32878407169329e-11
71208.1 0.0124765 1.33498038690296e-11
71208.1 0.012604 1.34236104219266e-11
71208.1 0.0127315 1.35243695306346e-11
71208.1 0.0128591 1.36671167217566e-11
71208.1 0.0129866 1.38668196487632e-11
71208.1 0.0131141 1.41379662950731e-11
71208.1 0.0132416 1.44934415892369e-11
71208.1 0.0133691 1.49424593291174e-11
71208.1 0.0134966 1.54874415717703e-11
71208.1 0.0136242 1.61200314776335e-11
71208.1 0.0137517 1.68170320695961e-11
71208.1 0.0138792 1.75380448744540e-11
71208.1 0.0140067 1.82275593750437e-11
71208.1 0.0141342 1.88239789407888e-11
71208.1 0.0142617 1.92750092489521e-11
71208.1 0.0143893 1.95535784074270e-11
71208.1 0.0145168 1.96656234987458e-11
71208.1 0.0146443 1.96452164322342e-11
71208.1 0.0147718 1.95408836472455e-11
71208.1 0.0148993 1.94015348595542e-11
71208.1 0.0150268 1.92679737298464e-11
71208.1 0.0151544 1.91708077348192e-11
71208.1 0.0152819 1.91324525287406e-11
71208.1 0.0154094 1.91706061968510e-11
71208.1 0.0155369 1.93015058298831e-11
71208.1 0.0156644 1.95421545439519e-11
71208.1 0.0157919 1.99110839249107e-11
71208.1 0.0159195 2.04271515838256e-11
71208.1 0.016047 2.11055668599043e-11
71208.1 0.0161745 2.19501018068973e-11
71208.1 0.016302 2.29409147459809e-11
71208.1 0.0164295 2.40197658431201e-11
71208.1 0.016557 2.50797740812614e-11
71208.1 0.0166846 2.59734323422655e-11
71208.1 0.0168121 2.65512663932236e-11
71208.1 0.0169396 2.67228661089884e-11
71208.1 0.0170671 2.65022839070135e-11
71208.1 0.0171946 2.60005094247052e-11
71208.1 0.0173221 2.53715576353072e-11
71208.1 0.0174497 2.47548608529338e-11
71208.1 0.0175772 2.42459115190479e-11
71208.1 0.0177047 2.38958323693242e-11
71208.1 0.0178322 2.37250090710690e-11
71208.1 0.0179597 2.37383718508805e-11
71208.1 0.0180872 2.39371099327365e-11
71208.1 0.0182148 2.43261583274733e-11
71208.1 0.0183423 2.49182010982290e-11
71208.1 0.0184698 2.57345813254476e-11
71208.1 0.0185973 2.68023090905385e-11
71208.1 0.0187248 2.81446141708934e-11
71208.1 0.0188523 2.97606351944852e-11
71208.1 0.0189799 3.15900011420803e-11
71208.1 0.0191074 3.34663781321639e-11
71208.1 0.0192349 3.50889942947618e-11
71208.1 0.0193624 3.60731647321540e-11
71208.1 0.0194899 3.61184757833395e-11
71208.1 0.0196174 3.52023110583896e-11
71208.1 0.019745 3.36097718503538e-11
71208.1 0.0198725 3.17611415961434e-11
71208.1 0.02 3.00117528721928e-11

72483.2 0.001 4.73608329456496e-16
72483.2 0.00112752 9.84113947612504e-16
72483.2 0.00125503 1.89480575576283e-15
72483.2 0.00138255 3.43089464734459e-15
72483.2 0.00151007 5.90549963950405e-15
72483.2 0.00163758 9.74103558913156e-15
72483.2 0.0017651 1.54917227276131e-14
72483.2 0.00189262 2.38651158668920e-14
72483.2 0.00202013 3.57390991231176e-14
72483.2 0.00214765 5.21689072433041e-14
72483.2 0.00227517 7.43766091384108e-14
72483.2 0.00240268 1.03713651280749e-13
72483.2 0.0025302 1.41586519031369e-13
72483.2 0.00265772 1.89337843489853e-13
72483.2 0.00278523 2.48082039247929e-13
72483.2 0.00291275 3.18506743454248e-13
72483.2 0.00304027 4.00667684844721e-13
72483.2 0.00316779 4.93820385976005e-13
72483.2 0.0032953 5.96339317161093e-13
72483.2 0.00342282 7.05765830214738e-13
72483.2 0.00355034 8.18998130589655e-13
72483.2 0.00367785 9.32597437733159e-13
72483.2 0.00380537 1.04315035929514e-12
72483.2 0.00393289 1.14761403749167e-12
72483.2 0.0040604 1.24358332680178e-12
72483.2 0.00418792 1.32945036793467e-12
72483.2 0.00431544 1.40446124033456e-12
72483.2 0.00444295 1.46869869073118e-12
72483.2 0.00457047 1.52302880317184e-12
72483.2 0.00469799 1.56904482458699e-12
72483.2 0.0048255 1.60902846830702e-12
72483.2 0.00495302 1.64593269625681e-12
72483.2 0.00508054 1.68337297099979e-12
72483.2 0.00520805 1.72559752588514e-12
72483.2 0.00533557 1.77739293619660e-12
72483.2 0.00546309 1.84387327193149e-12
72483.2 0.0055906 1.93010713607038e-12
72483.2 0.00571812 2.04056681976535e-12
72483.2 0.00584564 2.17844328109564e-12
72483.2 0.00597315 2.34495039990579e-12
72483.2 0.00610067 2.53880971087099e-12
72483.2 0.00622819 2.75611489347478e-12
72483.2 0.0063557 2.99069089322733e-12
72483.2 0.00648322 3.23490396608267e-12
72483.2 0.00661074 3.48072046281462e-12
72483.2 0.00673826 3.72073870483220e-12
72483.2 0.00686577 3.94896338893018e-12
72483.2 0.00699329 4.16121702424738e-12
72483.2 0.00712081 4.35521401000919e-12
72483.2 0.00724832 4.53040434119424e-12
72483.2 0.00737584 4.68771250019908e-12
72483.2 0.00750336 4.82927127310396e-12
72483.2 0.00763087 4.95820607610755e-12
72483.2 0.00775839 5.07848085025233e-12
72483.2 0.00788591 5.19477868086403e-12
72483.2 0.00801342 5.31236007071544e-12
72483.2 0.00814094 5.43682158969726e-12
72483.2 0.00826846 5.57367706172419e-12
72483.2 0.00839597 5.72772042064922e-12
72483.2 0.00852349 5.90222008975143e-12
72483.2 0.00865101 6.09812940669851e-12
72483.2 0.00877852 6.31361470644504e-12
72483.2 0.00890604 6.54419982484801e-12
72483.2 0.00903356 6.78363686612030e-12
72483.2 0.00916107 7.02530341218831e-12
72483.2 0.00928859 7.26368475969227e-12
72483.2 0.00941611 7.49548715049027e-12
72483.2 0.00954362 7.72013151052310e-12
72483.2 0.00967114 7.93963761424691e-12
72483.2 0.00979866 8.15807525061412e-12
72483.2 0.00992617 8.38079353627637e-12
72483.2 0.0100537 8.61359351282773e-12
72483.2 0.0101812 8.86194722680504e-12
72483.2 0.0103087 9.13031897990150e-12
72483.2 0.0104362 9.42160768934201e-12
72483.2 0.0105638 9.73669126519942e-12
72483.2 0.0106913 1.00740203272564e-11
72483.2 0.0108188 1.04292131178958e-11
72483.2 0.0109463 1.07946914390532e-11
72483.2 0.0110738 1.11595791044599e-11
72483.2 0.0112013 1.15102710925593e-11
72483.2 0.0113289 1.18320648001792e-11
72483.2 0.0114564 1.21118277651683e-11
72483.2 0.0115839 1.23409666296530e-11
72483.2 0.0117114 1.25175013229171e-11
72483.2 0.0118389 1.26463708529415e-11
72483.2 0.0119664 1.27380546464654e-11
72483.2 0.012094 1.28064096915730e-11
72483.2 0.0122215 1.28667310784459e-11
72483.2 0.012349 1.29345801134513e-11
72483.2 0.0124765 1.30253777206263e-11
72483.2 0.012604 1.31544382917187e-11
72483.2 0.0127315 1.33370296931812e-11
72483.2 0.0128591 1.35880718818158e-11
72483.2 0.0129866 1.39211398670188e-11
72483.2 0.0131141 1.43464988692365e-11
72483.2 0.0132416 1.48680172628920e-11
72483.2 0.0133691 1.54790834607286e-11
72483.2 0.0134966 1.61582568183477e-11
72483.2 0.0136242 1.68664142026580e-11
72483.2 0.0137517 1.75482854045553e-11
72483.2 0.0138792 1.81412234286223e-11
72483.2 0.0140067 1.85910161155587e-11
72483.2 0.0141342 1.88688266965735e-11
72483.2 0.0142617 1.89798756998150e-11
72483.2 0.0143893 1.89586400723748e-11
72483.2 0.0145168 1.88545285973012e-11
72483.2 0.0146443 1.87171331821835e-11
72483.2 0.0147718 1.85874908716777e-11
72483.2 0.0148993 1.84961310652536e-11
72483.2 0.0150268 1.84653466424364e-11
72483.2 0.0151544 1.85128790495731e-11
72483.2 0.0152819 1.86552653433766e-11
72483.2 0.0154094 1.89100216616234e-11
72483.2 0.0155369 1.92961960199361e-11
72483.2 0.0156644 1.98327050588632e-11
72483.2 0.0157919 2.05335173123233e-11
72483.2 0.0159195 2.13985583806104e-11
72483.2 0.016047 2.24000202402671e-11
72483.2 0.0161745 2.34669957292711e-11
72483.2 0.016302 2.44779779910275e-11
72483.2 0.0164295 2.52770972835876e-11
72483.2 0.016557 2.57237134151628e-11
72483.2 0.0166846 2.57566673794099e-11
