# frequency radius F_z
15100.7 0.00304027 6.86694462880509e-16
15100.7 0.00316779 8.79992401299788e-16
15100.7 0.0032953 1.11684746685256e-15
15100.7 0.00342282 1.40484732491170e-15
15100.7 0.00355034 1.75254924422645e-15
15100.7 0.00367785 2.16956370081600e-15
15100.7 0.00380537 2.66664221581277e-15
15100.7 0.00393289 3.25576953095354e-15
15100.7 0.0040604 3.95026022508656e-15
15100.7 0.00418792 4.76485987385327e-15
15100.7 0.00431544 5.71585085256203e-15
15100.7 0.00444295 6.82116287904367e-15
15100.7 0.00457047 8.10048838883479e-15
15100.7 0.00469799 9.57540282924335e-15
15100.7 0.0048255 1.12694899515449e-14
15100.7 0.00495302 1.32084721715169e-14
15100.7 0.00508054 1.54203460576870e-14
15100.7 0.00520805 1.79355229936561e-14
15100.7 0.00533557 2.07869750455935e-14
15100.7 0.00546309 2.40103860482193e-14
15100.7 0.0055906 2.76443079019539e-14
15100.7 0.00571812 3.17303220502619e-14
15100.7 0.00584564 3.63132060792286e-14
15100.7 0.00597315 4.14411053507450e-14
15100.7 0.00610067 4.71657095460365e-14
15100.7 0.00622819 5.35424339573962e-14
15100.7 0.0063557 6.06306053223913e-14
15100.7 0.00648322 6.84936519462386e-14
15100.7 0.00661074 7.71992978041554e-14
15100.7 0.00673826 8.68197602557438e-14
15100.7 0.00686577 9.74319509377096e-14
15100.7 0.00699329 1.09117679328929e-13
15100.7 0.00712081 1.21963858402626e-13
