# frequency radius F_z
11275.2 0.00801342 5.74494874125944e-14
11275.2 0.00814094 6.32825370230164e-14
11275.2 0.00826846 6.96066546012299e-14
11275.2 0.00839597 7.64550255405586e-14
11275.2 0.00852349 8.38625480088083e-14
11275.2 0.00865101 9.18658939191680e-14
11275.2 0.00877852 1.00503570808547e-13
11275.2 0.00890604 1.09815984555098e-13
11275.2 0.00903356 1.19845502857762e-13
11275.2 0.00916107 1.30636519391321e-13
11275.2 0.00928859 1.42235518540188e-13
11275.2 0.00941611 1.54691140603453e-13
11275.2 0.00954362 1.68054247352109e-13
11275.2 0.00967114 1.82377987807039e-13
11275.2 0.00979866 1.97717864093354e-13
11275.2 0.00992617 2.14131797212834e-13
11275.2 0.0100537 2.31680192561411e-13
11275.2 0.0101812 2.50426005003370e-13
11275.2 0.0103087 2.70434803297430e-13
11275.2 0.0104362 2.91774833652810e-13
11275.2 0.0105638 3.14517082175398e-13
11275.2 0.0106913 3.38735335945183e-13
11275.2 0.0108188 3.64506242446608e-13
11275.2 0.0109463 3.91909367052880e-13
11275.2 0.0110738 4.21027248244077e-13
11275.2 0.0112013 4.51945450216948e-13
11275.2 0.0113289 4.84752612521409e-13
11275.2 0.0114564 5.19540496335623e-13
11275.2 0.0115839 5.56404026967449e-13
11275.2 0.0117114 5.95441332145746e-13
11275.2 0.0118389 6.36753775640143e-13
11275.2 0.0119664 6.80445985722951e-13
11275.2 0.012094 7.26625877961538e-13
11275.2 0.0122215 7.75404671804455e-13
11275.2 0.012349 8.26896900399481e-13
11275.2 0.0124765 8.81220413057379e-13
11275.2 0.012604 9.38496369750808e-13
11275.2 0.0127315 9.98849227015119e-13
11275.2 0.0128591 1.06240671459534e-12
11275.2 0.0129866 1.12929980216340e-12
11275.2 0.0131141 1.19966265541027e-12
11275.2 0.0132416 1.27363258080155e-12
11275.2 0.0133691 1.35134995826976e-12
11275.2 0.0134966 1.43295816110596e-12
11275.2 0.0136242 1.51860346230423e-12
11275.2 0.0137517 1.60843492660841e-12
11275.2 0.0138792 1.70260428750995e-12
11275.2 0.0140067 1.80126580844987e-12
11275.2 0.0141342 1.90457612748730e-12
11275.2 0.0142617 2.01269408471218e-12
11275.2 0.0143893 2.12578053170091e-12
11275.2 0.0145168 2.24399812234187e-12
11275.2 0.0146443 2.36751108439316e-12
11275.2 0.0147718 2.49648497117783e-12
11275.2 0.0148993 2.63108639287369e-12
11275.2 0.0150268 2.77148272691475e-12
11275.2 0.0151544 2.91784180709153e-12
11275.2 0.0152819 3.07033159101585e-12
11275.2 0.0154094 3.22911980570610e-12
11275.2 0.0155369 3.39437357114775e-12
11275.2 0.0156644 3.56625900179483e-12
11275.2 0.0157919 3.74494078609828e-12
11275.2 0.0159195 3.93058174427957e-12
11275.2 0.016047 4.12334236470924e-12
11275.2 0.0161745 4.32338031940323e-12
11275.2 0.016302 4.53084995931222e-12
11275.2 0.0164295 4.74590179025112e-12
11275.2 0.016557 4.96868193049635e-12
11275.2 0.0166846 5.19933155126782e-12
11275.2 0.0168121 5.43798630150698e-12
11275.2 0.0169396 5.68477571856360e-12
11275.2 0.0170671 5.93982262660904e-12
11275.2 0.0171946 6.20324252480022e-12
11275.2 0.0173221 6.47514296742693e-12
11275.2 0.0174497 6.75562293848096e-12
11275.2 0.0175772 7.04477222328759e-12
11275.2 0.0177047 7.34267078003630e-12
11275.2 0.0178322 7.64938811423484e-12
11275.2 0.0179597 7.96498265928604e-12
11275.2 0.0180872 8.28950116654875e-12
11275.2 0.0182148 8.62297810838830e-12
11275.2 0.0183423 8.96543509784611e-12
11275.2 0.0184698 9.31688032865980e-12
11275.2 0.0185973 9.67730803944055e-12
11275.2 0.0187248 1.00466980058629e-11
11275.2 0.0188523 1.04250150647370e-11
11275.2 0.0189799 1.08122086738200e-11
11275.2 0.0191074 1.12082125111683e-11
11275.2 0.0192349 1.16129441177477e-11
11275.2 0.0193624 1.20263045868899e-11
11275.2 0.0194899 1.24481783040204e-11
11275.2 0.0196174 1.28784327398783e-11
11275.2 0.019745 1.33169183002059e-11
11275.2 0.0198725 1.37634682346049e-11
11275.2 0.02 1.42178986069364e-11

12550.3 0.001 3.12133132670241e-19
12550.3 0.00112752 6.41558117225861e-19
12550.3 0.00125503 1.22069419391679e-18
12550.3 0.00138255 2.18251046522088e-18
12550.3 0.00151007 3.70734252466580e-18
12550.3 0.00163758 6.03309189376092e-18
12550.3 0.0017651 9.46645998673632e-18
12550.3 0.00189262 1.43952299458926e-17
12550.3 0.00202013 2.13016108533557e-17
12550.3 0.00214765 3.07766599729127e-17
12550.3 0.00227517 4.35357998241947e-17
12550.3 0.00240268 6.04354480207271e-17
12550.3 0.0025302 8.24907789240366e-17
12550.3 0.00265772 1.10894637272043e-16
12550.3 0.00278523 1.47037625017132e-16
12550.3 0.00291275 1.92529383674817e-16
12550.3 0.00304027 2.49221095519907e-16
12550.3 0.00316779 3.19229227960062e-16
12550.3 0.0032953 4.04960546390563e-16
12550.3 0.00342282 5.09138421749248e-16
12550.3 0.00355034 6.34830459865461e-16
12550.3 0.00367785 7.85477480512777e-16
12550.3 0.00380537 9.64923874825907e-16
12550.3 0.00393289 1.17744937041598e-15
12550.3 0.0040604 1.42780223411752e-15
12550.3 0.00418792 1.72123394279708e-15
12550.3 0.00431544 2.06353535305142e-15
12550.3 0.00444295 2.46107440088661e-15
12550.3 0.00457047 2.92083536262971e-15
12550.3 0.00469799 3.45045970831521e-15
12550.3 0.0048255 4.05828857858907e-15
12550.3 0.00495302 4.75340691587670e-15
12550.3 0.00508054 5.54568927995118e-15
12550.3 0.00520805 6.44584737728716e-15
12550.3 0.00533557 7.46547933255934e-15
12550.3 0.00546309 8.61712072933507e-15
12550.3 0.0055906 9.91429744543203e-15
12550.3 0.00571812 1.13715803064731e-14
12550.3 0.00584564 1.30046415789133e-14
12550.3 0.00597315 1.48303133211245e-14
12550.3 0.00610067 1.68666476080604e-14
12550.3 0.00622819 1.91329786414365e-14
12550.3 0.0063557 2.16499867533345e-14
12550.3 0.00648322 2.44397643065415e-14
12550.3 0.00661074 2.75258834897393e-14
12550.3 0.00673826 3.09334659998404e-14
12550.3 0.00686577 3.46892545972939e-14
12550.3 0.00699329 3.88216865129199e-14
12550.3 0.00712081 4.33609686768386e-14
12550.3 0.00724832 4.83391547311610e-14
12550.3 0.00737584 5.37902237783933e-14
12550.3 0.00750336 5.97501608067000e-14
12550.3 0.00763087 6.62570387215094e-14
12550.3 0.00775839 7.33511019000105e-14
12550.3 0.00788591 8.10748511711918e-14
12550.3 0.00801342 8.94731301087002e-14
12550.3 0.00814094 9.85932125075829e-14
12550.3 0.00826846 1.08484890897729e-13
12550.3 0.00839597 1.19200565927971e-13
12550.3 0.00852349 1.30795336433778e-13
12550.3 0.00865101 1.43327089979322e-13
12550.3 0.00877852 1.56856593640830e-13
12550.3 0.00890604 1.71447584772539e-13
12550.3 0.00903356 1.87166861469483e-13
12550.3 0.00916107 2.04084372412266e-13
12550.3 0.00928859 2.22273305748406e-13
12550.3 0.00941611 2.41810176632258e-13
12550.3 0.00954362 2.62774913011353e-13
12550.3 0.00967114 2.85250939210872e-13
12550.3 0.00979866 3.09325256830277e-13
12550.3 0.00992617 3.35088522426630e-13
12550.3 0.0100537 3.62635121417982e-13
12550.3 0.0101812 3.92063237597675e-13
12550.3 0.0103087 4.23474917606281e-13
12550.3 0.0104362 4.56976129662690e-13
12550.3 0.0105638 4.92676815809504e-13
12550.3 0.0106913 5.30690936880678e-13
12550.3 0.0108188 5.71136509351829e-13
12550.3 0.0109463 6.14135633185467e-13
12550.3 0.0110738 6.59814509735895e-13
12550.3 0.0112013 7.08303448731170e-13
12550.3 0.0113289 7.59736863303438e-13
12550.3 0.0114564 8.14253251994567e-13
12550.3 0.0115839 8.71995166621577e-13
12550.3 0.0117114 9.33109164847073e-13
12550.3 0.0118389 9.97745746264203e-13
12550.3 0.0119664 1.06605927077427e-12
12550.3 0.012094 1.13820785800943e-12
12550.3 0.0122215 1.21435326653295e-12
12550.3 0.012349 1.29466075153758e-12
12550.3 0.0124765 1.37929889975830e-12
12550.3 0.012604 1.46843944032163e-12
12550.3 0.0127315 1.56225703026962e-12
12550.3 0.0128591 1.66092901352536e-12
12550.3 0.0129866 1.76463515210772e-12
12550.3 0.0131141 1.87355732845934e-12
12550.3 0.0132416 1.98787921782313e-12
12550.3 0.0133691 2.10778592969123e-12
12550.3 0.0134966 2.23346361745686e-12
12550.3 0.0136242 2.36509905552532e-12
12550.3 0.0137517 2.50287918328664e-12
12550.3 0.0138792 2.64699061551917e-12
12550.3 0.0140067 2.79761911898311e-12
12550.3 0.0141342 2.95494905517345e-12
12550.3 0.0142617 3.11916278943658e-12
12550.3 0.0143893 3.29044006691084e-12
12550.3 0.0145168 3.46895735603025e-12
12550.3 0.0146443 3.65488716063110e-12
12550.3 0.0147718 3.84839730202181e-12
12550.3 0.0148993 4.04965017271607e-12
12550.3 0.0150268 4.25880196388637e-12
12550.3 0.0151544 4.47600186896587e-12
12550.3 0.0152819 4.70139126620921e-12
12550.3 0.0154094 4.93510288341379e-12
12550.3 0.0155369 5.17725994839707e-12
12550.3 0.0156644 5.42797532921982e-12
12550.3 0.0157919 5.68735066853280e-12
12550.3 0.0159195 5.95547551680221e-12
12550.3 0.016047 6.23242646952777e-12
12550.3 0.0161745 6.51826631390502e-12
12550.3 0.016302 6.81304319068879e-12
12550.3 0.0164295 7.11678977728516e-12
12550.3 0.016557 7.42952249832552e-12
12550.3 0.0166846 7.75124077015225e-12
12550.3 0.0168121 8.08192628576595e-12
12550.3 0.0169396 8.42154234684070e-12
12550.3 0.0170671 8.77003324940308e-12
12550.3 0.0171946 9.12732372968609e-12
12550.3 0.0173221 9.49331847650840e-12
12550.3 0.0174497 9.86790171628695e-12
12550.3 0.0175772 1.02509368764679e-11
12550.3 0.0177047 1.06422663327542e-11
12550.3 0.0178322 1.10417112450192e-11
12550.3 0.0179597 1.14490714862283e-11
12550.3 0.0180872 1.18641256680450e-11
12550.3 0.0182148 1.22866312660848e-11
12550.3 0.0183423 1.27163248469978e-11
12550.3 0.0184698 1.31529223987303e-11
12550.3 0.0185973 1.35961197644323e-11
12550.3 0.0187248 1.40455931795617e-11
12550.3 0.0188523 1.45009999108007e-11
12550.3 0.0189799 1.49619789944475e-11
12550.3 0.0191074 1.54281520710026e-11
12550.3 0.0192349 1.58991243117406e-11
12550.3 0.0193624 1.63744854321630e-11
12550.3 0.0194899 1.68538107863726e-11
12550.3 0.0196174 1.73366625356194e-11
12550.3 0.019745 1.78225908835430e-11
12550.3 0.0198725 1.83111353699969e-11
12550.3 0.02 1.88018262147898e-11

13825.5 0.001 4.59797635127596e-19
13825.5 0.00112752 9.45140880636039e-19
13825.5 0.00125503 1.79847790691577e-18
13825.5 0.00138255 3.21585335908429e-18
13825.5 0.00151007 5.46321465181051e-18
13825.5 0.00163758 8.89150141238032e-18
13825.5 0.0017651 1.39532802645955e-17
13825.5 0.00189262 2.12209487683662e-17
13825.5 0.00202013 3.14065343876676e-17
13825.5 0.00214765 4.53831163922594e-17
13825.5 0.00227517 6.42079006205508e-17
13825.5 0.00240268 8.91469790133149e-17
13825.5 0.0025302 1.21701807777650e-16
13825.5 0.00265772 1.63637439950016e-16
13825.5 0.00278523 2.17012549986090e-16
13825.5 0.00291275 2.84211289791658e-16
13825.5 0.00304027 3.67977017339060e-16
13825.5 0.00316779 4.71447940648936e-16
13825.5 0.0032953 5.98194721442572e-16
13825.5 0.00342282 7.52260084214190e-16
13825.5 0.00355034 9.38200477731717e-16
13825.5 0.00367785 1.16112983713078e-15
13825.5 0.00380537 1.42676549570989e-15
13825.5 0.00393289 1.74147629629609e-15
13825.5 0.0040604 2.11233295258694e-15
13825.5 0.00418792 2.54716071111777e-15
13825.5 0.00431544 3.05459436452337e-15
13825.5 0.00444295 3.64413566637871e-15
13825.5 0.00457047 4.32621319720053e-15
13825.5 0.00469799 5.11224473008247e-15
13825.5 0.0048255 6.01470214281932e-15
13825.5 0.00495302 7.04717892131133e-15
13825.5 0.00508054 8.22446029638941e-15
13825.5 0.00520805 9.56259605286281e-15
13825.5 0.00533557 1.10789760457108e-14
13825.5 0.00546309 1.27924084535265e-14
13825.5 0.0055906 1.47232007937890e-14
13825.5 0.00571812 1.68932437180657e-14
13825.5 0.00584564 1.93260975977404e-14
13825.5 0.00597315 2.20470819022862e-14
13825.5 0.00610067 2.50833673623475e-14
13825.5 0.00622819 2.84640708987980e-14
13825.5 0.0063557 3.22203532864890e-14
13825.5 0.00648322 3.63855195074292e-14
13825.5 0.00661074 4.09951217324201e-14
13825.5 0.00673826 4.60870648528917e-14
13825.5 0.00686577 5.17017144652768e-14
13825.5 0.00699329 5.78820071889991e-14
13825.5 0.00712081 6.46735631756227e-14
13825.5 0.00724832 7.21248006408949e-14
13825.5 0.00737584 8.02870522231914e-14
13825.5 0.00750336 8.92146829409558e-14
13825.5 0.00763087 9.89652094881796e-14
13825.5 0.00775839 1.09599420570461e-13
13825.5 0.00788591 1.21181497944759e-13
13825.5 0.00801342 1.33779137783281e-13
13825.5 0.00814094 1.47463671936153e-13
13825.5 0.00826846 1.62310188618328e-13
13825.5 0.00839597 1.78397651993548e-13
13825.5 0.00852349 1.95809020072137e-13
13825.5 0.00865101 2.14631360279772e-13
13825.5 0.00877852 2.34955961991359e-13
13825.5 0.00890604 2.56878445257477e-13
13825.5 0.00903356 2.80498864881155e-13
13825.5 0.00916107 3.05921808929333e-13
13825.5 0.00928859 3.33256490687485e-13
13825.5 0.00941611 3.62616832986816e-13
13825.5 0.00954362 3.94121543752154e-13
13825.5 0.00967114 4.27894181535521e-13
13825.5 0.00979866 4.64063209715555e-13
13825.5 0.00992617 5.02762037957531e-13
13825.5 0.0100537 5.44129049443321e-13
13825.5 0.0101812 5.88307612295757e-13
13825.5 0.0103087 6.35446073539370e-13
13825.5 0.0104362 6.85697733859547e-13
13825.5 0.0105638 7.39220801346690e-13
13825.5 0.0106913 7.96178322342600e-13
13825.5 0.0108188 8.56738087443841e-13
13825.5 0.0109463 9.21072510664237e-13
13825.5 0.0110738 9.89358479716605e-13
13825.5 0.0112013 1.06177717534576e-12
13825.5 0.0113289 1.13851385763180e-12
13825.5 0.0114564 1.21975761718794e-12
13825.5 0.0115839 1.30570108920301e-12
13825.5 0.0117114 1.39654012832759e-12
13825.5 0.0118389 1.49247344247755e-12
13825.5 0.0119664 1.59370218373237e-12
13825.5 0.012094 1.70042949464028e-12
13825.5 0.0122215 1.81286000841098e-12
13825.5 0.012349 1.93119930168223e-12
13825.5 0.0124765 2.05565329879049e-12
13825.5 0.012604 2.18642762676096e-12
13825.5 0.0127315 2.32372692055978e-12
13825.5 0.0128591 2.46775407852257e-12
13825.5 0.0129866 2.61870946828920e-12
13825.5 0.0131141 2.77679008403476e-12
13825.5 0.0132416 2.94218865629063e-12
13825.5 0.0133691 3.11509271619524e-12
13825.5 0.0134966 3.29568361659949e-12
13825.5 0.0136242 3.48413551307268e-12
13825.5 0.0137517 3.68061430850689e-12
13825.5 0.0138792 3.88527656569446e-12
13825.5 0.0140067 4.09826839294844e-12
13825.5 0.0141342 4.31972430853896e-12
13825.5 0.0142617 4.54976609042307e-12
13825.5 0.0143893 4.78850161843636e-12
13825.5 0.0145168 5.03602371678460e-12
13825.5 0.0146443 5.29240900530532e-12
13825.5 0.0147718 5.55771676855118e-12
13825.5 0.0148993 5.83198785226588e-12
13825.5 0.0150268 6.11524359726064e-12
13825.5 0.0151544 6.40748482104586e-12
13825.5 0.0152819 6.70869085780911e-12
13825.5 0.0154094 7.01881866744731e-12
13825.5 0.0155369 7.33780202434385e-12
13825.5 0.0156644 7.66555079642020e-12
13825.5 0.0157919 8.00195032467782e-12
13825.5 0.0159195 8.34686091297399e-12
13825.5 0.016047 8.70011743714003e-12
13825.5 0.0161745 9.06152908175366e-12
13825.5 0.016302 9.43087921192072e-12
13825.5 0.0164295 9.80792538631247e-12
13825.5 0.016557 1.01923995164540e-11
13825.5 0.0166846 1.05840081758796e-11
13825.5 0.0168121 1.09824330612819e-11
13825.5 0.0169396 1.13873316062032e-11
13825.5 0.0170671 1.17983377461708e-11
13825.5 0.0171946 1.22150628324975e-11
13825.5 0.0173221 1.26370966902722e-11
13825.5 0.0174497 1.30640088143898e-11
13825.5 0.0175772 1.34953496958445e-11
13825.5 0.0177047 1.39306522689626e-11
13825.5 0.0178322 1.43694334688119e-11
13825.5 0.0179597 1.48111958867204e-11
13825.5 0.0180872 1.52554295106954e-11
13825.5 0.0182148 1.57016135365697e-11
13825.5 0.0183423 1.61492182349426e-11
13825.5 0.0184698 1.65977068584322e-11
13825.5 0.0185973 1.70465375734315e-11
13825.5 0.0187248 1.74951654004588e-11
13825.5 0.0188523 1.79430441473215e-11
13825.5 0.0189799 1.83896283196571e-11
13825.5 0.0191074 1.88343749939738e-11
13825.5 0.0192349 1.92767456390670e-11
13825.5 0.0193624 1.97162078726179e-11
13825.5 0.0194899 2.01522371408730e-11
13825.5 0.0196174 2.05843183105243e-11
13825.5 0.019745 2.10119471632411e-11
13825.5 0.0198725 2.14346317847214e-11
13825.5 0.02 2.18518938415932e-11

15100.7 0.001 6.54582387616215e-19
15100.7 0.00112752 1.34564667331008e-18
15100.7 0.00125503 2.56083082952098e-18
15100.7 0.00138255 4.57949584130207e-18
15100.7 0.00151007 7.78071823194859e-18
15100.7 0.00163758 1.26648729821282e-17
15100.7 0.0017651 1.98774497876161e-17
15100.7 0.00189262 3.02351430171557e-17
15100.7 0.00202013 4.47542591866094e-17
15100.7 0.00214765 6.46814891792728e-17
15100.7 0.00227517 9.15270957961304e-17
15100.7 0.00240268 1.27100570507255e-16
15100.7 0.0025302 1.73548816475667e-16
15100.7 0.00265772 2.33396918014828e-16
15100.7 0.00278523 3.09591559617337e-16
15100.7 0.00291275 4.05547160499730e-16
15100.7 0.00304027 5.25194793257249e-16
15100.7 0.00316779 6.73033957637201e-16
15100.7 0.0032953 8.54187282631183e-16
15100.7 0.00342282 1.07445823196630e-15
15100.7 0.00355034 1.34039188964436e-15
15100.7 0.00367785 1.65933890334196e-15
15100.7 0.00380537 2.03952266422165e-15
15100.7 0.00393289 2.49010980193546e-15
15100.7 0.0040604 3.02128407323602e-15
15100.7 0.00418792 3.64432372164786e-15
15100.7 0.00431544 4.37168238386402e-15
15100.7 0.00444295 5.21707361602143e-15
15100.7 0.00457047 6.19555910945180e-15
15100.7 0.00469799 7.32364066101867e-15
15100.7 0.0048255 8.61935595736540e-15
15100.7 0.00495302 1.01023782254553e-14
15100.7 0.00508054 1.17941197932620e-14
15100.7 0.00520805 1.37178395944498e-14
15100.7 0.00533557 1.58987546390175e-14
15100.7 0.00546309 1.83641554581181e-14
15100.7 0.0055906 2.11435255153334e-14
15100.7 0.00571812 2.42686645584177e-14
15100.7 0.00584564 2.77738158646401e-14
15100.7 0.00597315 3.16957973092949e-14
15100.7 0.00610067 3.60741361601666e-14
15100.7 0.00622819 4.09512074708490e-14
15100.7 0.0063557 4.63723759121753e-14
15100.7 0.00648322 5.23861408437418e-14
15100.7 0.00661074 5.90442843858909e-14
15100.7 0.00673826 6.64020222066979e-14
15100.7 0.00686577 7.45181566878715e-14
15100.7 0.00699329 8.34552320778764e-14
15100.7 0.00712081 9.32796911797464e-14
15100.7 0.00724832 1.04062033054742e-13
15100.7 0.00737584 1.15876971150689e-13
